farm_id,field_id,latitude,longitude,area_acres,soil_type,crop_type,installation_date
F0359,FD0359,21.367464,73.763529,9.97,Silty,Maize,2026-06-16
F0360,FD0360,16.696736,80.211312,5.16,Red,Cotton,2026-01-23
F0361,FD0361,19.413792,74.357762,11.21,Clay,Wheat,2026-04-17
F0362,FD0362,20.79347,73.90631,13.83,Silty,Maize,2026-02-17
F0363,FD0363,21.119652,80.197051,13.93,Clay,Cotton,2026-03-18
F0364,FD0364,18.907771,73.358406,14.75,Loamy,Maize,2026-06-14
F0365,FD0365,18.759803,76.451299,14.11,Black,Maize,2026-03-11
F0366,FD0366,16.656868,73.401174,2.86,Silty,Soybean,2026-03-07
F0367,FD0367,19.811589,72.612674,5.39,Loamy,Sugarcane,2026-06-22
F0368,FD0368,20.043697,73.903959,12.91,Silty,Maize,2026-05-12
F0369,FD0369,17.46756,75.706666,1.88,Sandy,Maize,2026-03-24
F0370,FD0370,21.114952,72.554641,6.06,Silty,Rice,2026-03-26
F0371,FD0371,17.311675,78.28306,0.67,Red,Rice,2026-06-27
F0372,FD0372,16.917815,77.842289,7.25,Sandy,Maize,2026-06-25
F0373,FD0373,18.515123,79.660947,10.7,Loamy,Soybean,2026-01-31
F0374,FD0374,19.332268,80.025085,5.83,Sandy,Wheat,2026-02-04
F0375,FD0375,18.369091,76.139829,14.84,Loamy,Maize,2026-06-29
F0376,FD0376,18.795407,76.266625,8.29,Red,Wheat,2026-03-05
F0377,FD0377,19.582052,77.266516,11.92,Black,Maize,2026-05-16
F0378,FD0378,19.722597,73.124822,8.68,Clay,Sugarcane,2026-05-10
F0379,FD0379,16.712941,76.793281,2.89,Black,Maize,2026-01-30
F0380,FD0380,19.581771,78.235344,7.59,Black,Maize,2026-01-15
F0381,FD0381,18.220594,76.605983,7.12,Clay,Sugarcane,2026-04-29
F0382,FD0382,19.536606,74.965357,0.82,Loamy,Cotton,2026-02-25
F0383,FD0383,18.969868,72.862318,5.5,Clay,Sugarcane,2026-01-16
F0384,FD0384,21.107497,73.052153,14.04,Clay,Rice,2026-04-15
F0385,FD0385,16.579888,73.583431,9.8,Red,Soybean,2026-04-18
F0386,FD0386,17.746766,79.630669,7.0,Silty,Maize,2026-01-21
F0387,FD0387,19.596382,77.79434,8.32,Red,Rice,2026-01-31
F0388,FD0388,16.570842,76.798068,8.17,Red,Wheat,2026-01-01
F0389,FD0389,20.037076,80.327925,7.21,Red,Sugarcane,2026-04-19
F0390,FD0390,18.691602,79.086883,4.09,Loamy,Wheat,2026-03-12
F0391,FD0391,16.630883,79.501665,11.6,Clay,Soybean,2026-04-18
F0392,FD0392,19.189539,79.989903,13.39,Sandy,Wheat,2026-01-18
F0393,FD0393,16.10538,72.76861,9.17,Red,Cotton,2026-03-04
F0394,FD0394,19.943246,75.718123,3.9,Sandy,Cotton,2026-02-05
F0395,FD0395,18.523375,74.814108,12.33,Red,Sugarcane,2026-03-23
F0396,FD0396,18.964849,78.680306,12.37,Sandy,Rice,2026-02-06
F0397,FD0397,21.414173,76.670008,6.5,Loamy,Cotton,2026-05-23
F0398,FD0398,21.191122,79.537711,13.72,Red,Soybean,2026-04-20
F0399,FD0399,18.835104,72.875073,5.49,Red,Soybean,2026-04-08
F0400,FD0400,20.214828,75.049876,6.54,Sandy,Rice,2026-04-07
F0401,FD0401,16.603274,76.803426,3.99,Sandy,Rice,2026-02-06
F0402,FD0402,20.334657,79.817929,8.65,Silty,Sugarcane,2026-05-16
F0403,FD0403,16.304557,74.442868,3.45,Red,Cotton,2026-04-26
F0404,FD0404,20.5828,73.239712,11.01,Sandy,Cotton,2026-03-10
F0405,FD0405,17.763008,77.339756,1.07,Clay,Wheat,2026-05-31
F0406,FD0406,19.845831,76.970804,7.45,Loamy,Rice,2026-01-04
F0407,FD0407,16.770847,74.02019,11.25,Red,Maize,2026-03-04
F0408,FD0408,19.673758,78.130149,6.25,Sandy,Sugarcane,2026-03-24
F0409,FD0409,20.153083,75.545294,8.24,Loamy,Rice,2026-03-08
F0410,FD0410,17.657868,79.562496,7.26,Red,Maize,2026-03-23
F0411,FD0411,20.985983,75.465639,6.5,Black,Wheat,2026-02-07
F0412,FD0412,15.597319,76.926493,8.97,Red,Maize,2026-03-17
F0413,FD0413,16.414468,75.138922,6.01,Sandy,Maize,2026-05-21
F0414,FD0414,19.427648,77.978773,4.23,Silty,Soybean,2026-06-14
F0415,FD0415,19.937565,76.186632,11.13,Loamy,Wheat,2026-02-05
F0416,FD0416,19.821881,76.406531,13.8,Black,Soybean,2026-01-16
F0417,FD0417,18.643666,79.212548,1.58,Red,Cotton,2026-01-02
F0418,FD0418,17.974353,79.240358,3.86,Red,Wheat,2026-01-03
F0419,FD0419,16.812318,76.148077,1.38,Red,Soybean,2026-06-07
F0420,FD0420,20.976509,77.774275,0.73,Black,Sugarcane,2026-04-16
F0421,FD0421,15.571106,76.735341,4.48,Loamy,Cotton,2026-05-09
F0422,FD0422,20.378943,77.892264,12.19,Sandy,Cotton,2026-01-25
F0423,FD0423,18.646312,74.427751,9.49,Loamy,Rice,2026-03-10
F0424,FD0424,20.269618,73.132154,14.41,Silty,Sugarcane,2026-03-04
F0425,FD0425,21.441398,74.306858,10.42,Clay,Soybean,2026-06-16
F0426,FD0426,20.057515,73.248004,6.0,Black,Maize,2026-01-15
F0427,FD0427,19.320488,78.122761,1.7,Silty,Soybean,2026-03-26
F0428,FD0428,18.89514,79.363683,1.88,Black,Cotton,2026-02-28
F0429,FD0429,16.768502,79.444935,13.37,Silty,Rice,2026-01-12
F0430,FD0430,21.044956,77.97543,4.57,Black,Sugarcane,2026-06-18
F0431,FD0431,15.697411,79.930131,5.06,Sandy,Sugarcane,2026-02-06
F0432,FD0432,20.013527,78.201691,6.28,Clay,Rice,2026-02-11
F0433,FD0433,18.883749,77.033567,12.82,Red,Sugarcane,2026-03-26
F0434,FD0434,17.803077,78.417961,11.96,Red,Soybean,2026-01-21
F0435,FD0435,18.504757,80.294587,1.28,Silty,Wheat,2026-01-20
F0436,FD0436,17.543556,78.652045,14.35,Silty,Rice,2026-01-08
F0437,FD0437,19.304738,78.768385,7.03,Sandy,Rice,2026-05-22
F0438,FD0438,21.146857,75.954784,10.36,Red,Maize,2026-01-22
F0439,FD0439,20.133004,74.863036,4.07,Clay,Cotton,2026-03-10
F0440,FD0440,16.425326,78.193417,9.69,Red,Maize,2026-03-23
F0441,FD0441,17.664201,73.232163,14.17,Silty,Rice,2026-03-11
F0442,FD0442,16.113388,73.198378,6.75,Black,Sugarcane,2026-05-12
F0443,FD0443,17.948265,72.710095,5.63,Clay,Sugarcane,2026-06-03
F0444,FD0444,20.206632,79.409745,0.68,Silty,Maize,2026-01-22
F0445,FD0445,19.849063,76.976292,14.89,Sandy,Sugarcane,2026-05-14
F0446,FD0446,16.517498,75.545856,2.51,Loamy,Rice,2026-05-07
F0447,FD0447,16.375609,73.837659,4.5,Loamy,Maize,2026-01-20
F0448,FD0448,17.666749,80.053778,10.95,Silty,Sugarcane,2026-06-07
F0449,FD0449,16.673289,73.355779,4.92,Silty,Rice,2026-06-08
F0450,FD0450,17.77934,79.397586,6.88,Silty,Soybean,2026-06-02
F0451,FD0451,16.316747,75.065321,14.24,Sandy,Maize,2026-03-22
F0452,FD0452,16.565824,75.685917,5.13,Red,Soybean,2026-06-12
F0453,FD0453,18.446044,77.107034,4.02,Silty,Rice,2026-04-11
F0454,FD0454,17.690093,79.956537,3.4,Black,Wheat,2026-06-24
F0455,FD0455,20.105707,72.715329,11.04,Red,Wheat,2026-04-23
F0456,FD0456,20.286113,79.150254,1.5,Silty,Soybean,2026-05-08
F0457,FD0457,16.335075,74.922661,4.16,Sandy,Soybean,2026-04-19
F0458,FD0458,20.234461,73.091721,14.87,Silty,Sugarcane,2026-04-13
F0459,FD0459,18.706204,79.887966,13.11,Silty,Sugarcane,2026-01-10
F0460,FD0460,20.244326,75.376236,13.48,Black,Sugarcane,2026-06-13
F0461,FD0461,20.986407,73.374955,4.1,Red,Rice,2026-02-12
F0462,FD0462,19.381999,72.854374,14.76,Red,Soybean,2026-04-13
F0463,FD0463,21.300867,75.152774,12.05,Clay,Cotton,2026-01-26
F0464,FD0464,17.05243,76.58541,8.02,Black,Soybean,2026-05-28
F0465,FD0465,16.82619,75.492957,7.21,Red,Sugarcane,2026-06-26
F0466,FD0466,18.502795,75.259739,0.86,Clay,Rice,2026-04-17
F0467,FD0467,21.023285,73.186838,12.55,Red,Wheat,2026-03-31
F0468,FD0468,17.371342,76.142661,3.5,Silty,Rice,2026-05-02
F0469,FD0469,16.085738,78.275952,7.06,Clay,Rice,2026-01-12
F0470,FD0470,20.361116,73.420682,12.81,Red,Cotton,2026-06-23
F0471,FD0471,20.300301,79.93938,11.24,Black,Wheat,2026-05-22
F0472,FD0472,16.460814,76.978792,14.4,Sandy,Maize,2026-06-11
F0473,FD0473,16.606711,77.623831,6.77,Clay,Soybean,2026-06-07
F0474,FD0474,20.798584,76.0966,6.73,Clay,Soybean,2026-02-24
F0475,FD0475,16.734707,78.518604,12.23,Clay,Sugarcane,2026-01-27
F0476,FD0476,20.297014,76.795112,5.8,Sandy,Maize,2026-01-30
F0477,FD0477,17.07412,79.401092,8.15,Red,Rice,2026-06-02
F0478,FD0478,17.831836,75.640352,2.16,Loamy,Maize,2026-06-08
F0479,FD0479,16.535165,77.888711,12.11,Black,Sugarcane,2026-01-22
F0480,FD0480,19.53266,75.005486,3.96,Clay,Wheat,2026-04-06
F0481,FD0481,19.660619,76.586599,6.56,Sandy,Sugarcane,2026-04-09
F0482,FD0482,18.038233,76.393362,8.29,Red,Wheat,2026-05-23
F0483,FD0483,16.501193,74.810678,3.21,Silty,Sugarcane,2026-01-14
F0484,FD0484,20.693133,80.114736,7.53,Sandy,Maize,2026-05-24
F0485,FD0485,18.532628,76.459759,10.43,Silty,Soybean,2026-04-24
F0486,FD0486,18.432197,73.161365,0.95,Sandy,Rice,2026-01-09
F0487,FD0487,17.149118,76.800869,2.94,Silty,Sugarcane,2026-05-07
F0488,FD0488,18.798357,73.405688,2.16,Black,Rice,2026-05-19
F0489,FD0489,20.435666,72.832884,10.93,Black,Wheat,2026-04-19
F0490,FD0490,16.114499,79.140566,11.39,Loamy,Cotton,2026-04-26
F0491,FD0491,17.076891,79.397597,1.76,Clay,Wheat,2026-02-23
F0492,FD0492,20.364216,77.203391,5.58,Red,Sugarcane,2026-06-11
F0493,FD0493,18.069002,77.42921,11.88,Sandy,Cotton,2026-05-26
F0494,FD0494,17.604893,74.74868,8.31,Loamy,Soybean,2026-03-16
F0495,FD0495,17.235999,74.638745,12.94,Red,Cotton,2026-02-04
F0496,FD0496,21.276632,78.785528,13.82,Loamy,Soybean,2026-02-02
F0497,FD0497,19.708559,73.561527,2.62,Loamy,Wheat,2026-06-23
F0498,FD0498,17.856205,73.637373,9.67,Red,Maize,2026-04-07
F0499,FD0499,18.21195,77.569022,13.26,Clay,Maize,2026-05-12
F0500,FD0500,19.998814,78.057629,13.22,Silty,Maize,2026-03-25
F0501,FD0501,18.991733,79.451262,12.78,Clay,Soybean,2026-04-28
F0502,FD0502,19.309043,78.078312,12.83,Black,Maize,2026-02-25
F0503,FD0503,21.308771,79.098781,7.67,Loamy,Rice,2026-03-28
F0504,FD0504,18.783863,73.544754,12.86,Loamy,Soybean,2026-01-13
F0505,FD0505,15.775658,77.509436,12.63,Clay,Cotton,2026-02-10
F0506,FD0506,18.147716,72.505407,14.39,Sandy,Soybean,2026-02-03
F0507,FD0507,20.792887,74.914924,13.18,Loamy,Cotton,2026-06-17
F0508,FD0508,17.662612,73.159364,10.14,Red,Wheat,2026-01-14
F0509,FD0509,17.878049,74.944074,10.64,Sandy,Maize,2026-06-17
F0510,FD0510,16.047195,73.261469,3.59,Clay,Wheat,2026-06-01
F0511,FD0511,16.857145,77.939862,0.63,Red,Rice,2026-01-31
F0512,FD0512,21.428929,75.878511,2.42,Clay,Wheat,2026-04-09
F0513,FD0513,16.035986,78.947655,2.0,Loamy,Rice,2026-02-05
F0514,FD0514,17.796326,79.006943,13.18,Red,Soybean,2026-02-06
F0515,FD0515,15.91047,77.00633,9.35,Sandy,Maize,2026-03-31
F0516,FD0516,19.834592,77.52464,2.69,Silty,Sugarcane,2026-06-25
F0517,FD0517,18.154303,74.237957,13.5,Sandy,Cotton,2026-05-31
F0518,FD0518,19.880055,75.312285,6.73,Sandy,Wheat,2026-03-12
F0519,FD0519,19.367723,74.485336,9.21,Red,Sugarcane,2026-03-14
F0520,FD0520,20.173818,78.023809,12.79,Red,Rice,2026-02-22
F0521,FD0521,18.606495,76.576181,11.34,Loamy,Soybean,2026-01-14
F0522,FD0522,20.20281,78.850224,3.97,Silty,Cotton,2026-03-03
F0523,FD0523,18.497495,77.251438,8.16,Clay,Rice,2026-03-23
F0524,FD0524,16.291897,79.386512,8.74,Loamy,Sugarcane,2026-06-24
F0525,FD0525,16.536622,76.268117,14.82,Clay,Cotton,2026-05-31
F0526,FD0526,15.905195,74.597482,1.08,Clay,Maize,2026-05-10
F0527,FD0527,17.218927,78.201033,11.62,Silty,Soybean,2026-04-13
F0528,FD0528,15.994567,76.792519,9.43,Loamy,Cotton,2026-03-21
F0529,FD0529,15.974129,79.867399,14.63,Sandy,Sugarcane,2026-03-25
F0530,FD0530,17.844389,77.574354,12.6,Red,Soybean,2026-01-17
F0531,FD0531,17.361017,75.999888,14.32,Sandy,Cotton,2026-03-04
F0532,FD0532,16.017277,75.975869,7.07,Black,Cotton,2026-03-21
F0533,FD0533,19.496477,77.764419,3.05,Clay,Soybean,2026-02-05
F0534,FD0534,19.708998,73.810661,14.32,Black,Sugarcane,2026-03-08
F0535,FD0535,16.501778,73.515445,11.83,Loamy,Soybean,2026-01-31
F0536,FD0536,20.128582,72.73485,12.2,Loamy,Sugarcane,2026-01-17
F0537,FD0537,17.077698,80.300405,9.6,Silty,Maize,2026-05-11
F0538,FD0538,17.660743,76.49688,8.72,Loamy,Wheat,2026-03-07
F0539,FD0539,20.139974,79.654147,10.27,Clay,Wheat,2026-05-11
F0540,FD0540,15.515411,79.369512,0.68,Clay,Maize,2026-04-04
F0541,FD0541,17.797877,73.700677,14.0,Clay,Sugarcane,2026-06-17
F0542,FD0542,18.016216,75.074416,6.54,Red,Rice,2026-03-11
F0543,FD0543,20.455982,77.072288,2.23,Red,Cotton,2026-02-15
F0544,FD0544,16.83911,76.626193,1.17,Silty,Cotton,2026-04-30
F0545,FD0545,20.696193,78.68822,5.01,Clay,Sugarcane,2026-04-27
F0546,FD0546,15.547815,74.105369,8.68,Loamy,Soybean,2026-06-09
F0547,FD0547,16.955504,75.446189,14.59,Sandy,Soybean,2026-05-20
F0548,FD0548,20.062893,74.461015,0.59,Silty,Cotton,2026-03-01
F0549,FD0549,18.749271,77.587535,10.56,Clay,Rice,2026-01-01
F0550,FD0550,20.053575,75.510199,11.2,Loamy,Cotton,2026-02-22
F0551,FD0551,18.678887,74.405341,7.63,Clay,Wheat,2026-03-13
F0552,FD0552,16.05816,79.870195,13.51,Black,Maize,2026-06-29
F0553,FD0553,20.873468,76.167664,11.34,Black,Cotton,2026-05-10
F0554,FD0554,16.301083,79.059703,1.59,Black,Cotton,2026-04-22
F0555,FD0555,19.474664,73.545666,4.73,Loamy,Maize,2026-06-29
F0556,FD0556,20.491399,75.110013,7.06,Sandy,Cotton,2026-02-21
F0557,FD0557,16.316671,78.661173,2.08,Clay,Wheat,2026-04-26
F0558,FD0558,18.296331,75.7521,8.27,Sandy,Maize,2026-03-20
F0559,FD0559,18.28008,79.319857,1.81,Red,Rice,2026-06-30
F0560,FD0560,19.681268,72.822638,12.62,Loamy,Wheat,2026-01-24
F0561,FD0561,19.766944,80.2472,6.25,Clay,Soybean,2026-03-18
F0562,FD0562,17.061001,80.425413,0.95,Silty,Maize,2026-05-23
F0563,FD0563,19.988471,74.498821,7.2,Sandy,Cotton,2026-01-04
F0564,FD0564,15.870015,78.74768,3.72,Sandy,Maize,2026-04-06
F0565,FD0565,19.617712,80.000599,1.72,Black,Rice,2026-01-20
F0566,FD0566,15.630801,73.015776,13.59,Silty,Wheat,2026-01-24
F0567,FD0567,20.930468,79.134849,5.31,Clay,Maize,2026-01-13
F0568,FD0568,16.507935,77.091074,12.41,Silty,Maize,2026-01-08
F0569,FD0569,17.796377,75.913312,5.63,Sandy,Rice,2026-03-13
F0570,FD0570,18.176069,73.689051,9.4,Black,Wheat,2026-06-15
F0571,FD0571,17.270631,75.795938,8.48,Clay,Cotton,2026-03-13
F0572,FD0572,17.798092,75.853879,9.82,Black,Wheat,2026-06-11
F0573,FD0573,21.464524,76.849253,0.78,Silty,Soybean,2026-04-02
F0574,FD0574,18.378107,78.751481,5.49,Black,Sugarcane,2026-03-24
F0575,FD0575,17.830288,73.938527,5.12,Sandy,Cotton,2026-03-13
F0576,FD0576,15.851547,80.432251,8.18,Black,Wheat,2026-02-10
F0577,FD0577,16.100806,77.754915,4.36,Red,Cotton,2026-02-26
F0578,FD0578,18.954153,80.361317,6.13,Sandy,Wheat,2026-03-02
F0579,FD0579,19.055117,78.949682,10.62,Black,Cotton,2026-06-30
F0580,FD0580,19.703365,80.08047,8.67,Black,Wheat,2026-05-07
F0581,FD0581,18.752748,73.904454,1.05,Clay,Wheat,2026-06-04
F0582,FD0582,16.812854,76.711588,0.51,Black,Wheat,2026-02-03
F0583,FD0583,17.544554,73.919679,12.14,Loamy,Cotton,2026-01-06
F0584,FD0584,16.386272,78.137571,2.55,Clay,Sugarcane,2026-04-04
F0585,FD0585,21.263353,75.488726,14.16,Silty,Sugarcane,2026-01-26
F0586,FD0586,17.519366,75.080826,14.65,Red,Maize,2026-06-13
F0587,FD0587,21.263973,77.693442,3.03,Black,Soybean,2026-06-07
F0588,FD0588,20.221951,74.285898,9.04,Sandy,Maize,2026-03-20
F0589,FD0589,19.90397,74.856138,3.08,Clay,Soybean,2026-05-27
F0590,FD0590,17.849609,80.454265,14.5,Clay,Wheat,2026-06-04
F0591,FD0591,17.409301,78.970455,9.37,Red,Sugarcane,2026-01-27
F0592,FD0592,21.120127,73.625147,11.31,Sandy,Rice,2026-03-23
F0593,FD0593,16.507325,79.582562,1.79,Red,Soybean,2026-06-13
F0594,FD0594,19.875716,75.185996,0.67,Sandy,Wheat,2026-06-27
F0595,FD0595,15.906769,74.553264,2.07,Clay,Cotton,2026-04-09
F0596,FD0596,18.129321,75.857226,2.91,Silty,Maize,2026-04-07
F0597,FD0597,17.607387,75.502781,12.52,Black,Soybean,2026-06-25
F0598,FD0598,16.853496,76.110299,12.09,Clay,Rice,2026-01-06
F0599,FD0599,17.412301,80.113297,1.58,Sandy,Maize,2026-02-11
F0600,FD0600,19.891911,76.87637,13.52,Clay,Rice,2026-06-02
F0601,FD0601,21.411657,79.645809,10.72,Silty,Soybean,2026-02-12
F0602,FD0602,19.143906,75.973603,1.28,Loamy,Wheat,2026-02-18
F0603,FD0603,17.955679,76.932899,13.92,Black,Rice,2026-06-19
F0604,FD0604,17.189138,74.400386,1.22,Black,Sugarcane,2026-05-06
F0605,FD0605,16.42154,75.386631,6.7,Loamy,Soybean,2026-06-10
F0606,FD0606,19.101293,74.097398,0.87,Sandy,Soybean,2026-03-16
F0607,FD0607,21.362346,76.288565,2.17,Silty,Maize,2026-05-06
F0608,FD0608,20.869265,74.620035,9.81,Silty,Wheat,2026-04-05
F0609,FD0609,20.812956,75.455213,6.96,Loamy,Maize,2026-04-30
F0610,FD0610,17.080405,79.19663,8.68,Sandy,Soybean,2026-06-20
F0611,FD0611,16.080216,77.845129,12.22,Silty,Sugarcane,2026-02-28
F0612,FD0612,18.821611,79.226377,12.37,Silty,Sugarcane,2026-06-25
F0613,FD0613,20.701364,76.298595,13.28,Silty,Rice,2026-01-21
F0614,FD0614,17.868826,79.331519,1.0,Black,Sugarcane,2026-05-27
F0615,FD0615,19.565209,77.462185,2.24,Silty,Wheat,2026-02-12
F0616,FD0616,21.332989,78.967686,2.33,Silty,Cotton,2026-06-24
F0617,FD0617,18.112359,80.478154,9.59,Black,Rice,2026-03-23
F0618,FD0618,20.964827,79.813391,1.47,Silty,Sugarcane,2026-04-12
F0619,FD0619,18.812325,79.352993,8.04,Clay,Soybean,2026-06-09
F0620,FD0620,19.025457,78.753485,2.13,Sandy,Wheat,2026-05-26
F0621,FD0621,19.027605,78.567019,14.12,Clay,Sugarcane,2026-01-26
F0622,FD0622,20.214474,79.439802,13.26,Silty,Rice,2026-04-09
F0623,FD0623,19.428726,77.076186,7.36,Sandy,Rice,2026-04-14
F0624,FD0624,16.363116,77.369242,10.56,Clay,Maize,2026-03-26
F0625,FD0625,19.643083,72.894328,7.39,Loamy,Rice,2026-01-06
F0626,FD0626,17.527196,78.849216,5.01,Silty,Soybean,2026-06-25
F0627,FD0627,16.089304,79.4512,2.45,Red,Maize,2026-03-24
F0628,FD0628,17.11652,75.834182,9.86,Sandy,Maize,2026-02-24
F0629,FD0629,20.980597,75.757363,7.52,Black,Rice,2026-01-15
F0630,FD0630,18.591618,73.77178,5.01,Black,Maize,2026-02-04
F0631,FD0631,20.183099,76.69429,8.75,Sandy,Wheat,2026-02-21
F0632,FD0632,20.52186,74.495922,7.12,Loamy,Soybean,2026-02-20
F0633,FD0633,17.143865,79.08805,7.82,Red,Cotton,2026-06-24
F0634,FD0634,15.683379,75.479734,9.11,Sandy,Maize,2026-05-31
F0635,FD0635,18.808002,75.253992,12.65,Loamy,Soybean,2026-06-26
F0636,FD0636,16.042352,72.719604,1.22,Black,Wheat,2026-02-26
F0637,FD0637,19.384279,77.921562,4.4,Silty,Sugarcane,2026-01-06
F0638,FD0638,20.68778,80.237107,10.39,Silty,Wheat,2026-06-15
F0639,FD0639,16.539204,78.906918,3.74,Black,Rice,2026-06-14
F0640,FD0640,17.152271,79.663864,12.85,Silty,Rice,2026-02-25
F0641,FD0641,18.300188,77.917569,12.45,Silty,Sugarcane,2026-01-27
F0642,FD0642,15.544085,80.495435,14.51,Loamy,Sugarcane,2026-06-15
F0643,FD0643,19.062635,74.761415,10.42,Silty,Cotton,2026-03-28
F0644,FD0644,21.430166,77.624758,12.99,Loamy,Soybean,2026-06-16
F0645,FD0645,17.292747,73.699434,11.6,Clay,Sugarcane,2026-04-14
F0646,FD0646,19.463182,77.946046,10.96,Red,Maize,2026-03-17
F0647,FD0647,17.056558,75.848525,6.13,Clay,Sugarcane,2026-05-27
F0648,FD0648,20.396088,75.245336,10.84,Red,Sugarcane,2026-06-13
F0649,FD0649,20.209382,79.752212,10.24,Black,Rice,2026-02-13
F0650,FD0650,20.543832,79.511958,3.13,Clay,Maize,2026-02-02
F0651,FD0651,19.945513,78.301493,8.61,Sandy,Soybean,2026-03-27
F0652,FD0652,19.426608,74.278028,3.74,Loamy,Maize,2026-03-26
F0653,FD0653,17.730095,77.184566,7.22,Clay,Maize,2026-01-14
F0654,FD0654,20.69836,77.168597,14.19,Clay,Maize,2026-02-19
F0655,FD0655,18.502864,79.439982,6.03,Loamy,Maize,2026-01-14
F0656,FD0656,20.725095,73.706228,14.89,Loamy,Maize,2026-05-26
F0657,FD0657,20.857071,80.393194,2.58,Red,Wheat,2026-01-21
F0658,FD0658,18.425485,77.548262,3.06,Red,Cotton,2026-01-02
F0659,FD0659,18.212319,74.175059,11.72,Black,Wheat,2026-05-06
F0660,FD0660,20.211265,78.73802,2.38,Silty,Soybean,2026-04-20
F0661,FD0661,17.920361,80.222623,6.06,Clay,Sugarcane,2026-02-21
F0662,FD0662,19.883954,80.100549,13.43,Black,Wheat,2026-01-05
F0663,FD0663,19.560489,77.513495,4.11,Red,Rice,2026-03-21
F0664,FD0664,16.273585,75.568404,9.04,Sandy,Cotton,2026-01-12
F0665,FD0665,17.289214,74.826622,11.05,Black,Sugarcane,2026-03-28
F0666,FD0666,18.101991,77.994241,2.44,Silty,Rice,2026-02-18
F0667,FD0667,16.489301,79.755154,12.27,Clay,Wheat,2026-02-27
F0668,FD0668,19.863013,73.549646,11.14,Black,Sugarcane,2026-02-13
F0669,FD0669,16.238972,78.188881,11.99,Silty,Soybean,2026-03-07
F0670,FD0670,20.127498,77.485078,9.11,Clay,Soybean,2026-01-28
F0671,FD0671,19.421406,72.657934,10.5,Silty,Maize,2026-04-08
F0672,FD0672,16.24157,74.521906,10.68,Sandy,Soybean,2026-06-25
F0673,FD0673,19.281868,74.908932,10.09,Red,Sugarcane,2026-03-11
F0674,FD0674,19.236787,78.105811,6.57,Clay,Sugarcane,2026-06-08
F0675,FD0675,16.206407,73.4121,2.04,Sandy,Sugarcane,2026-02-21
F0676,FD0676,20.167753,79.151991,14.61,Loamy,Soybean,2026-04-15
F0677,FD0677,17.272107,72.815246,7.7,Sandy,Soybean,2026-05-04
F0678,FD0678,17.483622,72.521904,10.24,Clay,Sugarcane,2026-06-21
F0679,FD0679,18.464624,80.095568,11.8,Clay,Soybean,2026-01-26
F0680,FD0680,20.928676,77.654694,7.12,Loamy,Rice,2026-04-29
F0681,FD0681,15.800481,79.005427,13.18,Loamy,Rice,2026-06-23
F0682,FD0682,17.376243,78.408322,1.88,Clay,Cotton,2026-02-05
F0683,FD0683,19.48013,73.864098,5.68,Silty,Sugarcane,2026-03-10
F0684,FD0684,20.770853,73.243611,12.32,Sandy,Cotton,2026-04-13
F0685,FD0685,17.901501,76.152309,12.62,Red,Maize,2026-04-18
F0686,FD0686,19.393079,78.875276,2.14,Red,Soybean,2026-01-16
F0687,FD0687,21.389415,79.254799,2.0,Black,Maize,2026-05-26
F0688,FD0688,19.570359,73.950084,6.01,Loamy,Sugarcane,2026-01-08
F0689,FD0689,20.675455,79.539602,11.05,Sandy,Maize,2026-05-05
F0690,FD0690,16.177625,75.790274,1.17,Loamy,Soybean,2026-03-22
F0691,FD0691,15.574161,79.446658,8.11,Red,Sugarcane,2026-05-25
F0692,FD0692,16.84391,80.146091,13.16,Black,Sugarcane,2026-06-26
F0693,FD0693,19.703481,73.261937,10.09,Sandy,Maize,2026-03-30
F0694,FD0694,19.482264,77.631236,2.66,Black,Sugarcane,2026-01-14
F0695,FD0695,15.569869,79.974971,7.83,Silty,Maize,2026-02-12
F0696,FD0696,15.949191,76.433184,3.99,Loamy,Cotton,2026-05-10
F0697,FD0697,16.836239,77.646539,6.35,Sandy,Cotton,2026-04-28
F0698,FD0698,18.165133,77.084279,1.78,Silty,Maize,2026-03-22
F0699,FD0699,16.212241,76.478987,9.97,Clay,Maize,2026-04-16
F0700,FD0700,15.714992,76.89279,12.48,Black,Sugarcane,2026-06-13
F0701,FD0701,17.327588,76.566702,3.5,Red,Maize,2026-03-29
F0702,FD0702,17.680055,72.934202,3.73,Silty,Rice,2026-05-24
F0703,FD0703,20.104498,77.299609,10.89,Loamy,Soybean,2026-04-26
F0704,FD0704,16.18414,78.57456,3.72,Loamy,Rice,2026-06-12
F0705,FD0705,21.286602,74.835869,8.07,Red,Cotton,2026-01-12
F0706,FD0706,20.881263,76.439377,12.42,Red,Soybean,2026-04-15
F0707,FD0707,16.141769,77.386814,3.22,Silty,Wheat,2026-04-28
F0708,FD0708,20.447325,74.02463,5.4,Silty,Cotton,2026-06-12
F0709,FD0709,20.524797,77.210489,11.7,Silty,Maize,2026-06-18
F0710,FD0710,19.035897,76.533581,14.48,Clay,Sugarcane,2026-01-13
F0711,FD0711,18.819358,75.962483,8.98,Black,Wheat,2026-06-27
F0712,FD0712,18.971326,78.343957,2.36,Silty,Soybean,2026-06-03
F0713,FD0713,19.136965,75.07475,13.28,Silty,Sugarcane,2026-06-27
F0714,FD0714,20.074248,74.688767,14.47,Loamy,Maize,2026-02-04
F0715,FD0715,16.32908,77.320196,13.35,Black,Rice,2026-06-29
