timestamp,farm_id,mulch_type,degradation_percent,evaporation_reduction,temperature_reduction,status
2026-01-03 12:45:00,F0469,Plastic,18.75,65.81,3.75,Damaged
2026-01-03 12:50:00,F0649,Biodegradable,33.79,55.43,1.33,Damaged
2026-01-03 12:55:00,F0604,Biodegradable,12.32,63.51,4.2,Healthy
2026-01-03 13:00:00,F0567,Organic,96.39,10.26,6.15,Damaged
2026-01-03 13:05:00,F0182,Biodegradable,48.29,40.5,7.45,Damaged
2026-01-03 13:10:00,F0674,Biodegradable,17.37,58.91,1.72,Damaged
2026-01-03 13:15:00,F0624,Biodegradable,88.27,40.25,3.69,Healthy
2026-01-03 13:20:00,F0464,Plastic,27.36,67.82,7.79,Healthy
2026-01-03 13:25:00,F0307,Biodegradable,41.27,52.0,6.24,Damaged
2026-01-03 13:30:00,F0648,Plastic,86.07,52.71,7.55,Healthy
2026-01-03 13:35:00,F0944,Biodegradable,20.97,52.86,5.81,Healthy
2026-01-03 13:40:00,F0516,Biodegradable,98.13,49.01,7.71,Damaged
2026-01-03 13:45:00,F0576,Organic,63.69,52.62,6.33,Damaged
2026-01-03 13:50:00,F0766,Biodegradable,57.06,50.03,3.92,Needs Replacement
2026-01-03 13:55:00,F0110,Plastic,87.75,35.34,1.09,Needs Replacement
2026-01-03 14:00:00,F0769,Plastic,14.53,50.22,2.4,Needs Replacement
2026-01-03 14:05:00,F0804,Organic,68.34,18.79,1.43,Healthy
2026-01-03 14:10:00,F0105,Biodegradable,75.36,11.94,6.7,Damaged
2026-01-03 14:15:00,F0575,Organic,73.95,61.89,6.2,Healthy
2026-01-03 14:20:00,F0710,Biodegradable,51.09,57.81,5.87,Healthy
2026-01-03 14:25:00,F1000,Biodegradable,92.65,33.25,7.7,Needs Replacement
2026-01-03 14:30:00,F0208,Biodegradable,96.58,13.23,6.21,Needs Replacement
2026-01-03 14:35:00,F0664,Organic,83.0,64.69,5.93,Damaged
2026-01-03 14:40:00,F0988,Plastic,54.66,46.2,6.43,Needs Replacement
2026-01-03 14:45:00,F0986,Plastic,44.88,69.01,1.52,Damaged
2026-01-03 14:50:00,F0570,Organic,51.38,32.63,4.0,Healthy
2026-01-03 14:55:00,F0478,Biodegradable,16.09,60.76,1.04,Healthy
2026-01-03 15:00:00,F0793,Biodegradable,3.99,65.72,5.18,Damaged
2026-01-03 15:05:00,F0564,Organic,84.31,28.07,6.53,Healthy
2026-01-03 15:10:00,F0189,Biodegradable,78.4,29.07,2.54,Healthy
2026-01-03 15:15:00,F0414,Plastic,78.63,19.56,4.8,Needs Replacement
2026-01-03 15:20:00,F0370,Organic,22.12,22.8,3.32,Healthy
2026-01-03 15:25:00,F0575,Biodegradable,95.03,47.1,4.32,Healthy
2026-01-03 15:30:00,F0658,Biodegradable,11.47,30.76,2.68,Damaged
2026-01-03 15:35:00,F0391,Plastic,24.38,12.39,7.2,Needs Replacement
2026-01-03 15:40:00,F0530,Organic,25.66,53.44,1.17,Damaged
2026-01-03 15:45:00,F0920,Biodegradable,80.28,36.73,1.31,Healthy
2026-01-03 15:50:00,F0995,Biodegradable,32.03,14.94,1.67,Damaged
2026-01-03 15:55:00,F0793,Plastic,0.73,13.93,5.69,Damaged
2026-01-03 16:00:00,F0720,Biodegradable,42.42,16.24,4.76,Needs Replacement
2026-01-03 16:05:00,F0158,Plastic,64.66,66.39,6.23,Needs Replacement
2026-01-03 16:10:00,F0183,Organic,71.69,12.27,1.51,Damaged
2026-01-03 16:15:00,F0418,Organic,7.04,59.3,7.38,Needs Replacement
2026-01-03 16:20:00,F0690,Plastic,63.02,35.98,1.12,Damaged
2026-01-03 16:25:00,F0764,Biodegradable,0.59,53.22,1.44,Healthy
2026-01-03 16:30:00,F0109,Organic,70.09,14.36,7.5,Damaged
2026-01-03 16:35:00,F0449,Organic,30.14,15.19,6.36,Needs Replacement
2026-01-03 16:40:00,F0226,Plastic,82.21,11.85,2.09,Damaged
2026-01-03 16:45:00,F0984,Biodegradable,39.1,57.85,4.82,Healthy
2026-01-03 16:50:00,F0888,Biodegradable,29.81,63.22,7.76,Damaged
2026-01-03 16:55:00,F0569,Plastic,37.31,66.97,4.87,Healthy
2026-01-03 17:00:00,F0561,Plastic,4.18,44.36,3.76,Needs Replacement
2026-01-03 17:05:00,F0217,Organic,21.01,54.49,6.08,Damaged
2026-01-03 17:10:00,F0632,Organic,85.15,18.55,2.29,Healthy
2026-01-03 17:15:00,F0056,Biodegradable,11.46,50.26,4.97,Needs Replacement
2026-01-03 17:20:00,F0257,Plastic,64.47,14.39,5.7,Healthy
2026-01-03 17:25:00,F0132,Biodegradable,72.56,39.23,3.32,Damaged
2026-01-03 17:30:00,F0199,Organic,23.45,27.11,1.49,Needs Replacement
2026-01-03 17:35:00,F0599,Plastic,45.06,46.98,3.14,Damaged
2026-01-03 17:40:00,F0173,Plastic,56.69,58.46,7.71,Needs Replacement
2026-01-03 17:45:00,F0447,Organic,24.62,23.29,6.18,Needs Replacement
2026-01-03 17:50:00,F0474,Organic,13.43,53.98,7.15,Needs Replacement
2026-01-03 17:55:00,F0662,Biodegradable,77.48,39.22,1.76,Healthy
2026-01-03 18:00:00,F0552,Plastic,84.18,61.52,1.98,Needs Replacement
2026-01-03 18:05:00,F0914,Plastic,73.35,47.6,6.09,Damaged
2026-01-03 18:10:00,F0788,Biodegradable,63.16,58.76,5.05,Healthy
2026-01-03 18:15:00,F0553,Organic,90.63,43.1,4.8,Damaged
2026-01-03 18:20:00,F0791,Biodegradable,77.52,31.95,2.56,Damaged
2026-01-03 18:25:00,F0093,Organic,85.72,18.03,4.51,Needs Replacement
2026-01-03 18:30:00,F0826,Biodegradable,50.22,49.76,6.94,Damaged
2026-01-03 18:35:00,F0184,Biodegradable,16.58,40.85,4.12,Damaged
2026-01-03 18:40:00,F0496,Organic,65.94,68.06,6.15,Healthy
2026-01-03 18:45:00,F0379,Plastic,21.88,39.26,1.44,Healthy
2026-01-03 18:50:00,F0398,Organic,66.86,41.07,6.54,Needs Replacement
2026-01-03 18:55:00,F0106,Biodegradable,88.16,12.39,5.54,Damaged
2026-01-03 19:00:00,F0593,Biodegradable,63.36,26.41,6.19,Damaged
2026-01-03 19:05:00,F0670,Plastic,17.38,49.22,3.56,Damaged
2026-01-03 19:10:00,F0416,Organic,25.16,68.36,2.56,Needs Replacement
2026-01-03 19:15:00,F0514,Plastic,48.69,38.93,5.23,Needs Replacement
2026-01-03 19:20:00,F0217,Plastic,16.56,14.63,5.5,Healthy
2026-01-03 19:25:00,F0677,Plastic,15.74,46.12,6.72,Needs Replacement
2026-01-03 19:30:00,F0491,Organic,81.12,53.22,4.37,Healthy
2026-01-03 19:35:00,F0250,Plastic,59.08,48.84,3.88,Healthy
2026-01-03 19:40:00,F0041,Biodegradable,57.35,19.67,5.41,Healthy
2026-01-03 19:45:00,F0982,Organic,5.59,25.5,2.26,Damaged
2026-01-03 19:50:00,F0746,Biodegradable,96.92,48.26,7.15,Needs Replacement
2026-01-03 19:55:00,F0483,Organic,94.73,23.0,5.25,Healthy
2026-01-03 20:00:00,F0597,Plastic,21.94,34.65,2.0,Damaged
2026-01-03 20:05:00,F0351,Organic,65.96,25.87,6.07,Damaged
2026-01-03 20:10:00,F0112,Plastic,59.06,23.79,3.7,Healthy
2026-01-03 20:15:00,F0847,Plastic,52.27,64.56,5.79,Damaged
2026-01-03 20:20:00,F0040,Biodegradable,9.63,38.55,5.3,Damaged
2026-01-03 20:25:00,F0924,Biodegradable,75.24,15.59,5.62,Damaged
2026-01-03 20:30:00,F0665,Organic,82.75,63.82,6.42,Damaged
2026-01-03 20:35:00,F0440,Plastic,42.07,62.49,5.88,Needs Replacement
2026-01-03 20:40:00,F0760,Biodegradable,78.96,32.87,5.12,Damaged
2026-01-03 20:45:00,F0239,Plastic,9.77,18.03,4.34,Needs Replacement
2026-01-03 20:50:00,F0006,Biodegradable,59.83,42.62,2.8,Damaged
2026-01-03 20:55:00,F0008,Organic,78.94,44.68,1.82,Damaged
2026-01-03 21:00:00,F0110,Plastic,20.54,58.26,3.86,Needs Replacement
2026-01-03 21:05:00,F0434,Biodegradable,65.16,25.22,6.98,Needs Replacement
2026-01-03 21:10:00,F0209,Organic,61.19,69.51,3.78,Damaged
2026-01-03 21:15:00,F0569,Organic,78.38,38.95,3.59,Needs Replacement
2026-01-03 21:20:00,F0408,Biodegradable,98.85,44.66,6.42,Healthy
2026-01-03 21:25:00,F0458,Biodegradable,85.5,49.56,6.23,Healthy
2026-01-03 21:30:00,F0821,Biodegradable,10.03,40.5,6.5,Damaged
2026-01-03 21:35:00,F0988,Biodegradable,69.71,52.41,2.13,Healthy
2026-01-03 21:40:00,F0615,Organic,80.44,59.4,4.3,Healthy
2026-01-03 21:45:00,F0039,Biodegradable,6.41,23.31,1.56,Needs Replacement
2026-01-03 21:50:00,F0294,Biodegradable,93.07,34.04,5.59,Damaged
2026-01-03 21:55:00,F0507,Organic,5.75,56.42,2.23,Healthy
2026-01-03 22:00:00,F0293,Plastic,20.17,49.41,6.63,Healthy
2026-01-03 22:05:00,F0630,Plastic,78.4,40.63,5.89,Damaged
2026-01-03 22:10:00,F0162,Plastic,3.61,24.36,1.0,Needs Replacement
2026-01-03 22:15:00,F0601,Plastic,77.97,31.19,3.77,Damaged
2026-01-03 22:20:00,F0563,Organic,1.54,52.22,7.43,Damaged
2026-01-03 22:25:00,F0987,Organic,82.98,64.9,3.44,Healthy
2026-01-03 22:30:00,F0589,Plastic,60.64,21.67,7.51,Needs Replacement
2026-01-03 22:35:00,F0516,Organic,17.5,40.37,4.91,Needs Replacement
2026-01-03 22:40:00,F0898,Biodegradable,94.7,58.18,7.7,Damaged
2026-01-03 22:45:00,F0496,Plastic,25.01,36.57,3.64,Needs Replacement
2026-01-03 22:50:00,F0601,Plastic,96.12,37.53,4.23,Needs Replacement
2026-01-03 22:55:00,F0226,Biodegradable,11.63,14.05,5.44,Damaged
2026-01-03 23:00:00,F0529,Biodegradable,22.99,28.94,7.69,Healthy
2026-01-03 23:05:00,F0409,Biodegradable,70.08,25.8,3.01,Damaged
2026-01-03 23:10:00,F0488,Organic,82.11,14.56,7.52,Needs Replacement
2026-01-03 23:15:00,F0765,Biodegradable,21.86,44.42,2.28,Healthy
2026-01-03 23:20:00,F0894,Organic,49.9,21.98,6.15,Healthy
2026-01-03 23:25:00,F0365,Plastic,22.92,60.1,6.85,Healthy
2026-01-03 23:30:00,F0505,Biodegradable,11.99,14.71,7.69,Healthy
2026-01-03 23:35:00,F0494,Organic,76.42,42.49,1.3,Damaged
2026-01-03 23:40:00,F0589,Organic,31.54,63.89,7.17,Needs Replacement
2026-01-03 23:45:00,F0408,Plastic,18.29,55.86,4.58,Damaged
2026-01-03 23:50:00,F0963,Biodegradable,12.82,41.54,3.96,Healthy
2026-01-03 23:55:00,F0179,Organic,50.25,33.62,5.8,Healthy
2026-01-04 00:00:00,F0013,Biodegradable,69.82,37.6,5.82,Healthy
2026-01-04 00:05:00,F0883,Organic,37.94,16.04,3.53,Healthy
2026-01-04 00:10:00,F0628,Organic,54.86,24.23,4.3,Needs Replacement
2026-01-04 00:15:00,F0771,Organic,18.39,35.44,3.93,Needs Replacement
2026-01-04 00:20:00,F0135,Biodegradable,85.43,26.78,2.26,Damaged
2026-01-04 00:25:00,F0242,Biodegradable,22.86,15.99,2.89,Needs Replacement
2026-01-04 00:30:00,F0757,Plastic,85.63,21.76,6.6,Needs Replacement
2026-01-04 00:35:00,F0915,Biodegradable,80.57,20.6,4.5,Damaged
2026-01-04 00:40:00,F0257,Biodegradable,53.4,28.94,4.41,Damaged
2026-01-04 00:45:00,F0221,Organic,4.77,15.94,2.14,Needs Replacement
2026-01-04 00:50:00,F0267,Organic,83.9,15.78,6.21,Needs Replacement
2026-01-04 00:55:00,F0021,Organic,56.04,65.91,2.8,Healthy
2026-01-04 01:00:00,F0591,Biodegradable,35.11,50.78,5.24,Damaged
2026-01-04 01:05:00,F0364,Organic,64.91,20.47,6.46,Damaged
2026-01-04 01:10:00,F0081,Organic,51.04,56.48,4.13,Damaged
2026-01-04 01:15:00,F0172,Biodegradable,28.65,47.9,2.01,Needs Replacement
2026-01-04 01:20:00,F0929,Plastic,42.18,46.74,3.83,Healthy
2026-01-04 01:25:00,F0299,Biodegradable,16.2,23.69,3.22,Needs Replacement
2026-01-04 01:30:00,F0800,Organic,60.54,33.73,7.21,Damaged
2026-01-04 01:35:00,F0189,Plastic,58.69,67.93,3.9,Healthy
2026-01-04 01:40:00,F0718,Biodegradable,72.78,49.72,7.58,Healthy
2026-01-04 01:45:00,F0960,Organic,21.06,33.82,1.67,Damaged
2026-01-04 01:50:00,F0086,Plastic,5.38,56.26,4.67,Needs Replacement
2026-01-04 01:55:00,F0400,Organic,61.81,15.06,7.52,Healthy
2026-01-04 02:00:00,F0135,Biodegradable,24.74,27.05,5.39,Healthy
2026-01-04 02:05:00,F0334,Organic,2.86,49.81,7.02,Needs Replacement
2026-01-04 02:10:00,F0456,Plastic,97.5,42.44,2.91,Damaged
2026-01-04 02:15:00,F0767,Biodegradable,53.93,45.45,4.2,Damaged
2026-01-04 02:20:00,F0931,Organic,43.5,48.39,4.74,Needs Replacement
2026-01-04 02:25:00,F0375,Organic,53.97,58.28,4.09,Needs Replacement
2026-01-04 02:30:00,F0777,Plastic,15.57,10.63,4.66,Needs Replacement
2026-01-04 02:35:00,F0504,Organic,28.68,42.11,5.81,Needs Replacement
2026-01-04 02:40:00,F0237,Plastic,0.91,35.83,3.05,Damaged
2026-01-04 02:45:00,F0405,Plastic,37.36,34.7,4.92,Healthy
2026-01-04 02:50:00,F0226,Organic,71.49,48.76,6.8,Healthy
2026-01-04 02:55:00,F0932,Biodegradable,42.22,24.37,6.35,Damaged
2026-01-04 03:00:00,F0829,Organic,68.46,27.08,6.2,Needs Replacement
2026-01-04 03:05:00,F0114,Biodegradable,18.8,14.11,1.96,Needs Replacement
2026-01-04 03:10:00,F0193,Organic,61.77,26.33,5.36,Healthy
2026-01-04 03:15:00,F0996,Plastic,15.21,68.18,1.15,Needs Replacement
2026-01-04 03:20:00,F0239,Plastic,26.92,52.91,6.09,Healthy
2026-01-04 03:25:00,F0805,Organic,1.47,23.03,3.94,Needs Replacement
2026-01-04 03:30:00,F0864,Plastic,46.37,57.49,3.31,Healthy
2026-01-04 03:35:00,F0186,Plastic,26.65,33.55,4.8,Needs Replacement
2026-01-04 03:40:00,F0787,Biodegradable,81.73,59.7,1.85,Healthy
2026-01-04 03:45:00,F0035,Plastic,38.48,68.5,2.73,Needs Replacement
2026-01-04 03:50:00,F0214,Organic,73.53,15.64,5.66,Needs Replacement
2026-01-04 03:55:00,F0645,Biodegradable,68.14,28.73,3.26,Healthy
2026-01-04 04:00:00,F0493,Biodegradable,74.47,42.97,1.85,Needs Replacement
2026-01-04 04:05:00,F0224,Plastic,19.87,63.25,7.05,Healthy
2026-01-04 04:10:00,F0283,Biodegradable,63.29,29.47,2.17,Healthy
2026-01-04 04:15:00,F0596,Biodegradable,39.58,24.59,7.78,Needs Replacement
2026-01-04 04:20:00,F0255,Plastic,68.84,19.3,6.4,Needs Replacement
2026-01-04 04:25:00,F0778,Biodegradable,9.14,47.12,7.52,Healthy
2026-01-04 04:30:00,F0811,Plastic,5.98,48.67,5.91,Healthy
2026-01-04 04:35:00,F0661,Organic,48.78,29.0,4.91,Needs Replacement
2026-01-04 04:40:00,F0742,Plastic,73.32,11.28,3.64,Needs Replacement
2026-01-04 04:45:00,F0302,Biodegradable,89.87,39.12,4.06,Damaged
2026-01-04 04:50:00,F0332,Biodegradable,49.01,44.0,4.81,Needs Replacement
2026-01-04 04:55:00,F0568,Plastic,27.53,59.88,7.4,Healthy
2026-01-04 05:00:00,F0555,Organic,53.11,36.96,6.74,Needs Replacement
2026-01-04 05:05:00,F0190,Plastic,0.07,48.28,3.65,Damaged
2026-01-04 05:10:00,F0739,Plastic,85.68,56.56,2.67,Damaged
2026-01-04 05:15:00,F0700,Organic,96.72,59.14,2.33,Damaged
2026-01-04 05:20:00,F0330,Plastic,15.41,26.99,3.87,Healthy
2026-01-04 05:25:00,F0133,Plastic,52.32,14.0,6.85,Healthy
2026-01-04 05:30:00,F0585,Biodegradable,20.21,39.12,1.69,Needs Replacement
2026-01-04 05:35:00,F0263,Plastic,65.79,41.55,5.91,Needs Replacement
2026-01-04 05:40:00,F0944,Plastic,22.07,53.07,1.09,Damaged
2026-01-04 05:45:00,F0821,Biodegradable,49.14,63.39,1.56,Healthy
2026-01-04 05:50:00,F0842,Organic,36.09,54.61,7.23,Damaged
2026-01-04 05:55:00,F0752,Plastic,5.83,47.02,4.7,Needs Replacement
2026-01-04 06:00:00,F0104,Biodegradable,7.79,22.95,4.64,Healthy
2026-01-04 06:05:00,F0255,Biodegradable,53.17,21.37,4.68,Damaged
2026-01-04 06:10:00,F0765,Plastic,94.75,43.51,4.91,Damaged
2026-01-04 06:15:00,F0438,Plastic,57.66,50.47,5.92,Healthy
2026-01-04 06:20:00,F0674,Plastic,79.25,43.0,4.53,Damaged
2026-01-04 06:25:00,F0323,Biodegradable,99.84,36.58,3.47,Needs Replacement
2026-01-04 06:30:00,F0846,Biodegradable,84.49,34.74,5.43,Needs Replacement
2026-01-04 06:35:00,F0785,Biodegradable,60.84,43.79,2.5,Damaged
2026-01-04 06:40:00,F0407,Plastic,25.41,67.7,4.13,Damaged
2026-01-04 06:45:00,F0139,Organic,3.47,27.07,1.11,Healthy
2026-01-04 06:50:00,F0023,Biodegradable,30.03,23.31,6.99,Needs Replacement
2026-01-04 06:55:00,F0586,Plastic,91.91,40.68,4.99,Healthy
2026-01-04 07:00:00,F0376,Biodegradable,3.77,31.34,1.97,Healthy
2026-01-04 07:05:00,F0410,Biodegradable,23.3,58.66,1.64,Healthy
2026-01-04 07:10:00,F0178,Organic,73.43,53.41,6.55,Damaged
2026-01-04 07:15:00,F0658,Organic,70.28,59.17,1.67,Healthy
2026-01-04 07:20:00,F0058,Organic,73.08,44.58,1.55,Needs Replacement
2026-01-04 07:25:00,F0124,Plastic,87.98,36.06,7.51,Damaged
2026-01-04 07:30:00,F0797,Biodegradable,65.28,46.14,1.08,Needs Replacement
2026-01-04 07:35:00,F0579,Plastic,5.41,41.46,3.24,Needs Replacement
2026-01-04 07:40:00,F0750,Organic,50.24,23.25,1.35,Needs Replacement
2026-01-04 07:45:00,F0443,Organic,75.28,44.52,1.63,Needs Replacement
2026-01-04 07:50:00,F0764,Plastic,14.8,30.17,4.33,Damaged
2026-01-04 07:55:00,F0793,Biodegradable,39.92,15.1,4.51,Healthy
2026-01-04 08:00:00,F0405,Biodegradable,76.2,38.86,2.39,Damaged
2026-01-04 08:05:00,F0253,Plastic,19.61,46.96,6.15,Healthy
2026-01-04 08:10:00,F0590,Plastic,26.63,35.8,5.79,Healthy
2026-01-04 08:15:00,F0329,Organic,67.17,35.41,3.44,Damaged
2026-01-04 08:20:00,F0359,Biodegradable,65.54,56.18,2.18,Needs Replacement
2026-01-04 08:25:00,F0240,Plastic,62.32,36.43,7.47,Damaged
2026-01-04 08:30:00,F0116,Biodegradable,37.38,55.46,6.97,Healthy
2026-01-04 08:35:00,F0853,Organic,24.3,47.26,2.03,Healthy
2026-01-04 08:40:00,F0483,Plastic,34.33,58.26,3.14,Needs Replacement
2026-01-04 08:45:00,F0536,Organic,20.9,42.28,2.43,Damaged
2026-01-04 08:50:00,F0716,Biodegradable,48.3,53.8,1.99,Healthy
2026-01-04 08:55:00,F0262,Plastic,37.66,64.36,4.69,Healthy
2026-01-04 09:00:00,F0055,Organic,28.4,57.35,5.33,Damaged
2026-01-04 09:05:00,F0679,Biodegradable,94.52,14.0,5.62,Needs Replacement
2026-01-04 09:10:00,F0665,Organic,86.43,11.14,7.07,Healthy
2026-01-04 09:15:00,F0926,Organic,97.98,40.51,5.97,Needs Replacement
2026-01-04 09:20:00,F0513,Organic,86.68,41.89,2.3,Damaged
2026-01-04 09:25:00,F0543,Organic,92.63,11.29,2.73,Needs Replacement
2026-01-04 09:30:00,F0701,Organic,48.99,54.66,1.13,Needs Replacement
2026-01-04 09:35:00,F0514,Organic,62.52,24.17,7.85,Healthy
2026-01-04 09:40:00,F0835,Plastic,62.58,62.72,7.23,Damaged
2026-01-04 09:45:00,F0403,Biodegradable,94.91,23.53,3.39,Healthy
2026-01-04 09:50:00,F0628,Biodegradable,8.78,32.93,7.72,Damaged
2026-01-04 09:55:00,F0994,Organic,22.74,24.42,2.07,Damaged
2026-01-04 10:00:00,F0142,Biodegradable,32.93,42.53,2.45,Damaged
2026-01-04 10:05:00,F0706,Biodegradable,68.4,22.14,1.97,Damaged
2026-01-04 10:10:00,F0789,Plastic,90.96,35.8,7.36,Damaged
2026-01-04 10:15:00,F0571,Biodegradable,93.3,65.03,3.22,Damaged
2026-01-04 10:20:00,F0745,Plastic,11.84,29.06,7.16,Needs Replacement
2026-01-04 10:25:00,F0454,Biodegradable,88.01,34.84,3.88,Damaged
2026-01-04 10:30:00,F0110,Plastic,93.33,26.43,6.45,Healthy
2026-01-04 10:35:00,F0621,Biodegradable,2.62,69.16,5.32,Damaged
2026-01-04 10:40:00,F0368,Plastic,23.09,23.93,5.81,Damaged
2026-01-04 10:45:00,F0481,Biodegradable,77.98,18.05,6.92,Damaged
2026-01-04 10:50:00,F0141,Plastic,37.4,61.13,4.44,Healthy
2026-01-04 10:55:00,F0948,Organic,22.63,34.52,7.78,Needs Replacement
2026-01-04 11:00:00,F0210,Plastic,22.26,50.28,2.42,Healthy
2026-01-04 11:05:00,F0502,Biodegradable,92.71,69.14,7.07,Needs Replacement
2026-01-04 11:10:00,F0795,Plastic,86.68,63.26,3.99,Damaged
2026-01-04 11:15:00,F0627,Biodegradable,73.53,32.82,3.19,Damaged
2026-01-04 11:20:00,F0806,Plastic,59.38,41.51,7.13,Damaged
2026-01-04 11:25:00,F0899,Plastic,10.93,37.41,7.14,Damaged
2026-01-04 11:30:00,F0397,Biodegradable,53.79,69.03,1.27,Damaged
2026-01-04 11:35:00,F0906,Organic,96.26,21.39,4.08,Needs Replacement
2026-01-04 11:40:00,F0056,Biodegradable,46.13,35.35,5.29,Damaged
2026-01-04 11:45:00,F0093,Biodegradable,90.37,37.81,5.52,Damaged
2026-01-04 11:50:00,F0713,Biodegradable,11.32,56.72,7.56,Healthy
2026-01-04 11:55:00,F0465,Biodegradable,39.31,29.41,1.17,Damaged
2026-01-04 12:00:00,F0332,Biodegradable,89.58,62.95,1.63,Damaged
2026-01-04 12:05:00,F0127,Plastic,90.72,57.79,6.03,Healthy
2026-01-04 12:10:00,F0725,Organic,70.62,48.04,1.6,Damaged
2026-01-04 12:15:00,F0388,Biodegradable,79.11,40.7,7.65,Needs Replacement
2026-01-04 12:20:00,F0893,Biodegradable,4.39,20.25,3.35,Healthy
2026-01-04 12:25:00,F0053,Organic,16.21,18.68,6.38,Needs Replacement
2026-01-04 12:30:00,F0642,Plastic,30.95,56.12,4.12,Healthy
2026-01-04 12:35:00,F0784,Organic,89.85,67.63,1.02,Healthy
2026-01-04 12:40:00,F0006,Biodegradable,45.86,61.32,4.8,Needs Replacement
2026-01-04 12:45:00,F0420,Organic,23.79,45.33,4.33,Healthy
2026-01-04 12:50:00,F0285,Biodegradable,60.12,10.39,7.18,Damaged
2026-01-04 12:55:00,F0152,Plastic,55.75,59.52,1.34,Damaged
2026-01-04 13:00:00,F0592,Biodegradable,34.9,18.72,1.23,Needs Replacement
2026-01-04 13:05:00,F0183,Plastic,33.11,15.26,1.76,Damaged
2026-01-04 13:10:00,F0587,Biodegradable,28.44,49.66,5.9,Healthy
2026-01-04 13:15:00,F0037,Plastic,96.63,54.96,3.52,Needs Replacement
2026-01-04 13:20:00,F0777,Organic,32.28,63.85,6.74,Damaged
2026-01-04 13:25:00,F0881,Organic,6.49,38.25,1.85,Needs Replacement
2026-01-04 13:30:00,F0627,Plastic,52.71,41.48,5.87,Healthy
2026-01-04 13:35:00,F0090,Organic,57.14,68.76,4.7,Damaged
2026-01-04 13:40:00,F0295,Organic,68.87,66.03,7.9,Damaged
2026-01-04 13:45:00,F0639,Organic,84.78,25.58,5.03,Healthy
2026-01-04 13:50:00,F0510,Organic,61.43,39.78,6.1,Healthy
2026-01-04 13:55:00,F0199,Plastic,88.37,23.96,3.03,Healthy
2026-01-04 14:00:00,F0869,Plastic,2.4,47.53,1.83,Damaged
2026-01-04 14:05:00,F0574,Biodegradable,99.9,34.84,3.34,Healthy
2026-01-04 14:10:00,F0810,Plastic,1.13,22.07,2.97,Needs Replacement
2026-01-04 14:15:00,F0117,Biodegradable,30.03,43.0,6.37,Needs Replacement
2026-01-04 14:20:00,F0030,Plastic,34.14,53.46,5.31,Healthy
2026-01-04 14:25:00,F0939,Organic,33.05,30.28,5.71,Healthy
2026-01-04 14:30:00,F0914,Biodegradable,64.57,38.89,5.39,Needs Replacement
2026-01-04 14:35:00,F0058,Biodegradable,46.25,58.85,7.49,Needs Replacement
2026-01-04 14:40:00,F0020,Plastic,56.49,50.69,4.89,Damaged
2026-01-04 14:45:00,F0363,Plastic,68.55,57.97,7.22,Healthy
2026-01-04 14:50:00,F0642,Biodegradable,28.05,11.87,7.89,Healthy
2026-01-04 14:55:00,F0886,Organic,57.1,33.37,5.17,Damaged
2026-01-04 15:00:00,F0089,Organic,85.78,52.59,2.9,Healthy
2026-01-04 15:05:00,F0538,Organic,37.16,59.77,3.12,Healthy
2026-01-04 15:10:00,F0936,Plastic,11.22,57.1,6.44,Needs Replacement
2026-01-04 15:15:00,F0158,Plastic,50.6,57.94,7.33,Needs Replacement
2026-01-04 15:20:00,F0795,Organic,92.36,53.95,4.67,Healthy
2026-01-04 15:25:00,F0529,Biodegradable,76.95,15.9,7.88,Healthy
2026-01-04 15:30:00,F0886,Biodegradable,20.52,12.19,3.71,Healthy
2026-01-04 15:35:00,F0609,Plastic,0.41,65.94,5.81,Needs Replacement
2026-01-04 15:40:00,F0675,Biodegradable,46.69,12.77,4.64,Needs Replacement
2026-01-04 15:45:00,F0215,Organic,2.25,55.51,5.47,Healthy
2026-01-04 15:50:00,F0452,Biodegradable,19.25,26.6,3.23,Healthy
2026-01-04 15:55:00,F0982,Biodegradable,27.27,19.45,1.8,Damaged
2026-01-04 16:00:00,F0327,Organic,51.41,22.39,3.45,Healthy
2026-01-04 16:05:00,F0176,Plastic,94.33,58.24,5.02,Needs Replacement
2026-01-04 16:10:00,F0134,Plastic,61.33,30.32,4.11,Needs Replacement
2026-01-04 16:15:00,F0089,Organic,90.33,13.03,3.69,Needs Replacement
2026-01-04 16:20:00,F0857,Biodegradable,17.9,45.77,5.15,Damaged
2026-01-04 16:25:00,F0203,Biodegradable,44.58,31.34,3.33,Damaged
2026-01-04 16:30:00,F0783,Organic,80.93,14.71,7.46,Damaged
2026-01-04 16:35:00,F0480,Plastic,13.18,58.77,7.44,Needs Replacement
2026-01-04 16:40:00,F0482,Plastic,31.04,48.67,6.37,Healthy
2026-01-04 16:45:00,F0373,Organic,14.37,63.74,2.81,Healthy
2026-01-04 16:50:00,F0904,Organic,69.96,49.91,6.52,Needs Replacement
2026-01-04 16:55:00,F0491,Organic,48.75,13.92,1.79,Healthy
2026-01-04 17:00:00,F0521,Plastic,28.23,30.92,5.02,Needs Replacement
2026-01-04 17:05:00,F0666,Plastic,81.76,57.81,3.28,Needs Replacement
2026-01-04 17:10:00,F0636,Plastic,53.27,34.05,3.89,Damaged
2026-01-04 17:15:00,F0214,Biodegradable,15.9,38.94,1.46,Damaged
2026-01-04 17:20:00,F0351,Biodegradable,43.11,68.81,4.97,Damaged
2026-01-04 17:25:00,F0954,Biodegradable,23.62,49.76,1.55,Damaged
