timestamp,farm_id,water_storage,release_rate,remaining_capacity,status
2026-01-04 20:55:00,F0793,70.07,0.61,39.92,Critical
2026-01-04 21:00:00,F0500,61.68,0.85,13.04,Low
2026-01-04 21:05:00,F0754,86.64,1.14,65.22,Critical
2026-01-04 21:10:00,F0332,83.17,0.54,24.62,Critical
2026-01-04 21:15:00,F0434,97.51,0.63,92.41,Low
2026-01-04 21:20:00,F0025,73.53,1.74,34.83,Low
2026-01-04 21:25:00,F0823,85.18,1.88,16.93,Low
2026-01-04 21:30:00,F0240,97.14,2.31,62.32,Healthy
2026-01-04 21:35:00,F0088,91.46,0.95,68.54,Healthy
2026-01-04 21:40:00,F0152,90.13,1.37,73.96,Low
2026-01-04 21:45:00,F0461,12.35,3.53,1.37,Low
2026-01-04 21:50:00,F0209,54.85,1.2,2.27,Critical
2026-01-04 21:55:00,F0748,75.36,1.44,52.33,Healthy
2026-01-04 22:00:00,F0928,80.99,3.41,69.51,Critical
2026-01-04 22:05:00,F0206,55.52,1.43,52.68,Critical
2026-01-04 22:10:00,F0009,86.81,0.45,61.8,Healthy
2026-01-04 22:15:00,F0676,90.96,1.5,38.86,Low
2026-01-04 22:20:00,F0665,98.2,0.29,86.43,Low
2026-01-04 22:25:00,F0102,98.2,2.03,23.12,Low
2026-01-04 22:30:00,F0204,53.01,3.07,48.47,Critical
2026-01-04 22:35:00,F0041,99.05,2.89,96.68,Healthy
2026-01-04 22:40:00,F0763,96.04,1.66,92.23,Healthy
2026-01-04 22:45:00,F0310,36.72,3.48,1.84,Healthy
2026-01-04 22:50:00,F0064,99.71,4.9,99.6,Critical
2026-01-04 22:55:00,F0031,100.0,2.06,25.77,Critical
2026-01-04 23:00:00,F0403,96.65,1.28,94.91,Critical
2026-01-04 23:05:00,F0695,58.65,3.7,13.73,Critical
2026-01-04 23:10:00,F0587,92.58,3.5,87.27,Healthy
2026-01-04 23:15:00,F0460,77.37,1.7,42.65,Critical
2026-01-04 23:20:00,F0701,63.63,3.33,13.18,Healthy
2026-01-04 23:25:00,F0537,95.95,1.68,86.26,Healthy
2026-01-04 23:30:00,F0672,86.9,4.56,43.01,Critical
2026-01-04 23:35:00,F0972,96.33,1.72,91.71,Critical
2026-01-04 23:40:00,F0745,89.39,1.72,11.84,Healthy
2026-01-04 23:45:00,F0422,86.25,4.42,76.54,Low
2026-01-04 23:50:00,F0956,94.1,4.68,44.3,Critical
2026-01-04 23:55:00,F0190,35.13,3.94,27.38,Healthy
2026-01-05 00:00:00,F0581,82.58,3.14,76.24,Critical
2026-01-05 00:05:00,F0368,75.96,1.31,23.09,Healthy
2026-01-05 00:10:00,F0620,84.48,2.49,68.81,Low
2026-01-05 00:15:00,F0504,95.74,2.0,71.2,Low
2026-01-05 00:20:00,F0783,16.53,1.13,13.75,Healthy
2026-01-05 00:25:00,F0688,94.2,4.76,92.54,Healthy
2026-01-05 00:30:00,F0450,98.23,0.52,75.78,Critical
2026-01-05 00:35:00,F0253,72.33,1.76,48.99,Low
2026-01-05 00:40:00,F0390,84.25,0.4,40.49,Critical
2026-01-05 00:45:00,F0609,82.3,3.14,31.29,Critical
2026-01-05 00:50:00,F0534,89.88,4.4,52.52,Healthy
2026-01-05 00:55:00,F0252,47.49,4.17,45.16,Critical
2026-01-05 01:00:00,F0397,55.6,4.92,53.79,Critical
2026-01-05 01:05:00,F0451,80.98,4.82,76.52,Low
2026-01-05 01:10:00,F0171,91.75,3.91,88.44,Low
2026-01-05 01:15:00,F0926,78.12,4.61,29.44,Healthy
2026-01-05 01:20:00,F0513,51.21,3.3,46.36,Healthy
2026-01-05 01:25:00,F0560,91.33,3.01,17.98,Healthy
2026-01-05 01:30:00,F0465,40.82,1.75,39.31,Critical
2026-01-05 01:35:00,F0093,98.79,4.5,89.66,Low
2026-01-05 01:40:00,F0168,80.5,3.31,32.41,Critical
2026-01-05 01:45:00,F0650,92.17,0.64,73.33,Low
2026-01-05 01:50:00,F0999,75.02,3.59,8.53,Critical
2026-01-05 01:55:00,F0045,82.56,0.97,61.21,Healthy
2026-01-05 02:00:00,F0154,97.01,2.91,91.23,Healthy
2026-01-05 02:05:00,F0430,96.22,1.06,86.88,Low
2026-01-05 02:10:00,F0642,61.76,3.89,30.95,Healthy
2026-01-05 02:15:00,F0638,29.66,0.83,11.76,Low
2026-01-05 02:20:00,F0827,50.48,2.59,1.22,Healthy
2026-01-05 02:25:00,F0676,69.3,2.57,60.8,Low
2026-01-05 02:30:00,F0007,78.21,2.32,45.37,Healthy
2026-01-05 02:35:00,F0840,95.63,1.53,88.22,Healthy
2026-01-05 02:40:00,F0038,67.02,0.91,4.89,Healthy
2026-01-05 02:45:00,F0306,97.63,3.4,85.38,Low
2026-01-05 02:50:00,F0183,95.36,0.44,92.04,Healthy
2026-01-05 02:55:00,F0610,89.88,3.13,67.21,Critical
2026-01-05 03:00:00,F0593,88.42,1.05,78.73,Low
2026-01-05 03:05:00,F0378,95.2,0.65,93.15,Low
2026-01-05 03:10:00,F0067,97.18,3.84,82.03,Low
2026-01-05 03:15:00,F0338,92.56,0.79,47.08,Critical
2026-01-05 03:20:00,F0060,53.63,1.21,41.38,Healthy
2026-01-05 03:25:00,F0090,79.81,4.9,57.14,Low
2026-01-05 03:30:00,F0724,94.16,3.1,72.41,Low
2026-01-05 03:35:00,F0589,57.59,4.27,42.71,Critical
2026-01-05 03:40:00,F0533,71.74,0.82,35.39,Critical
2026-01-05 03:45:00,F0625,69.81,2.56,63.19,Healthy
2026-01-05 03:50:00,F0025,70.91,4.9,70.86,Low
2026-01-05 03:55:00,F0819,94.31,0.77,62.55,Critical
2026-01-05 04:00:00,F0574,99.93,2.19,99.9,Critical
2026-01-05 04:05:00,F0261,75.58,3.27,21.23,Healthy
2026-01-05 04:10:00,F0007,53.2,2.63,30.78,Healthy
2026-01-05 04:15:00,F0631,91.34,1.84,68.58,Healthy
2026-01-05 04:20:00,F0945,97.21,1.13,83.2,Critical
2026-01-05 04:25:00,F0140,49.76,2.48,47.91,Low
2026-01-05 04:30:00,F0918,88.62,2.41,15.54,Low
2026-01-05 04:35:00,F0058,96.12,4.11,46.25,Critical
2026-01-05 04:40:00,F0549,52.04,3.68,29.93,Healthy
2026-01-05 04:45:00,F0910,84.13,3.49,20.83,Low
2026-01-05 04:50:00,F0348,85.13,0.92,6.62,Low
2026-01-05 04:55:00,F0399,83.98,4.24,62.65,Healthy
2026-01-05 05:00:00,F0723,89.94,4.35,59.52,Low
2026-01-05 05:05:00,F0899,73.5,1.5,70.98,Healthy
2026-01-05 05:10:00,F0538,56.18,4.18,37.16,Low
2026-01-05 05:15:00,F0207,20.59,2.0,17.5,Healthy
2026-01-05 05:20:00,F0513,71.23,0.32,44.38,Healthy
2026-01-05 05:25:00,F0537,78.33,4.63,19.02,Low
2026-01-05 05:30:00,F0842,97.12,0.89,77.55,Critical
2026-01-05 05:35:00,F0471,91.1,0.84,67.67,Low
2026-01-05 05:40:00,F0955,71.49,2.71,71.37,Healthy
2026-01-05 05:45:00,F0479,71.43,3.05,68.71,Healthy
2026-01-05 05:50:00,F0024,77.18,3.88,10.31,Critical
2026-01-05 05:55:00,F0206,80.92,3.27,75.85,Healthy
2026-01-05 06:00:00,F0688,83.79,2.75,28.66,Healthy
2026-01-05 06:05:00,F0982,35.59,0.96,27.27,Critical
2026-01-05 06:10:00,F0563,79.85,0.69,55.96,Low
2026-01-05 06:15:00,F0588,85.71,4.73,27.11,Healthy
2026-01-05 06:20:00,F0554,91.07,1.69,17.13,Low
2026-01-05 06:25:00,F0052,90.82,0.34,5.07,Healthy
2026-01-05 06:30:00,F0722,62.52,0.61,38.36,Critical
2026-01-05 06:35:00,F0457,96.63,3.22,89.13,Critical
2026-01-05 06:40:00,F0777,48.33,1.8,35.56,Critical
2026-01-05 06:45:00,F0783,98.53,0.58,80.93,Low
2026-01-05 06:50:00,F0716,91.46,0.65,56.78,Low
2026-01-05 06:55:00,F0785,67.9,1.69,9.73,Low
2026-01-05 07:00:00,F0918,54.66,4.75,47.05,Critical
2026-01-05 07:05:00,F0940,39.41,1.94,25.81,Critical
2026-01-05 07:10:00,F0500,54.78,4.33,33.03,Healthy
2026-01-05 07:15:00,F0867,51.27,0.74,6.54,Healthy
2026-01-05 07:20:00,F0521,69.47,1.87,28.23,Healthy
2026-01-05 07:25:00,F0570,46.93,3.63,40.57,Critical
2026-01-05 07:30:00,F0605,49.92,1.65,7.09,Low
2026-01-05 07:35:00,F0494,35.97,1.37,23.86,Low
2026-01-05 07:40:00,F0442,71.43,1.2,6.61,Low
2026-01-05 07:45:00,F0178,86.76,1.84,56.72,Critical
2026-01-05 07:50:00,F0857,90.48,3.75,66.96,Low
2026-01-05 07:55:00,F0100,40.25,3.06,11.43,Low
2026-01-05 08:00:00,F0112,23.35,4.79,17.62,Critical
2026-01-05 08:05:00,F0507,88.45,3.9,81.41,Critical
2026-01-05 08:10:00,F0909,93.78,0.63,66.02,Critical
2026-01-05 08:15:00,F0151,90.33,3.25,90.33,Critical
2026-01-05 08:20:00,F0592,48.1,2.75,14.92,Low
2026-01-05 08:25:00,F0584,45.03,3.47,19.57,Critical
2026-01-05 08:30:00,F0938,60.69,4.73,30.46,Low
2026-01-05 08:35:00,F0523,99.62,3.0,99.03,Low
2026-01-05 08:40:00,F0923,85.71,4.29,84.76,Critical
2026-01-05 08:45:00,F0368,98.59,0.2,96.79,Healthy
2026-01-05 08:50:00,F0720,89.39,4.36,86.12,Critical
2026-01-05 08:55:00,F0391,62.62,1.73,39.43,Low
2026-01-05 09:00:00,F0193,76.11,3.38,54.51,Critical
2026-01-05 09:05:00,F0158,90.15,4.64,38.46,Low
2026-01-05 09:10:00,F0074,99.78,3.42,99.75,Critical
2026-01-05 09:15:00,F0448,49.48,3.66,1.57,Healthy
2026-01-05 09:20:00,F0467,46.53,3.28,8.47,Critical
2026-01-05 09:25:00,F0522,67.55,2.24,60.44,Low
2026-01-05 09:30:00,F0191,71.12,2.36,55.21,Low
2026-01-05 09:35:00,F0243,93.94,2.97,60.46,Critical
2026-01-05 09:40:00,F0376,77.39,2.17,50.17,Healthy
2026-01-05 09:45:00,F0116,99.36,2.93,97.82,Critical
2026-01-05 09:50:00,F0749,55.52,3.51,48.15,Critical
2026-01-05 09:55:00,F0477,99.64,4.92,98.36,Critical
2026-01-05 10:00:00,F0484,15.97,4.47,7.82,Critical
2026-01-05 10:05:00,F0649,76.19,4.81,74.17,Critical
2026-01-05 10:10:00,F0352,80.88,1.7,79.81,Critical
2026-01-05 10:15:00,F0481,89.21,2.45,77.85,Critical
2026-01-05 10:20:00,F0818,98.95,2.22,73.38,Low
2026-01-05 10:25:00,F0768,94.52,0.37,28.92,Low
2026-01-05 10:30:00,F0485,74.38,2.91,72.7,Critical
2026-01-05 10:35:00,F0829,99.2,0.45,16.91,Critical
2026-01-05 10:40:00,F0518,65.53,1.58,62.43,Healthy
2026-01-05 10:45:00,F0288,87.11,1.53,85.14,Low
2026-01-05 10:50:00,F0179,87.38,0.27,85.79,Critical
2026-01-05 10:55:00,F0180,83.55,3.36,73.9,Low
2026-01-05 11:00:00,F0541,82.18,1.33,78.25,Healthy
2026-01-05 11:05:00,F0957,43.81,0.61,34.28,Healthy
2026-01-05 11:10:00,F0393,90.47,3.81,83.76,Healthy
2026-01-05 11:15:00,F0592,71.75,3.68,66.07,Critical
2026-01-05 11:20:00,F0840,88.36,0.46,84.18,Healthy
2026-01-05 11:25:00,F0488,50.37,2.43,5.25,Critical
2026-01-05 11:30:00,F0700,96.04,4.63,94.83,Critical
2026-01-05 11:35:00,F0446,71.36,1.46,39.01,Healthy
2026-01-05 11:40:00,F0324,56.05,4.03,28.88,Critical
2026-01-05 11:45:00,F0653,97.39,0.4,68.29,Low
2026-01-05 11:50:00,F0879,99.64,2.27,95.62,Low
2026-01-05 11:55:00,F0671,40.04,1.48,33.5,Critical
2026-01-05 12:00:00,F0752,84.72,3.91,39.12,Critical
2026-01-05 12:05:00,F0707,72.75,1.14,58.87,Healthy
2026-01-05 12:10:00,F0070,31.91,0.25,31.33,Healthy
2026-01-05 12:15:00,F0360,81.48,2.72,41.12,Healthy
2026-01-05 12:20:00,F0635,73.47,1.41,72.53,Healthy
2026-01-05 12:25:00,F0223,90.0,3.05,5.69,Critical
2026-01-05 12:30:00,F0877,68.15,3.6,63.81,Critical
2026-01-05 12:35:00,F0580,91.29,3.35,12.99,Healthy
2026-01-05 12:40:00,F0479,92.23,3.54,89.6,Critical
2026-01-05 12:45:00,F0284,99.51,3.27,93.62,Low
2026-01-05 12:50:00,F0264,92.92,3.4,69.22,Healthy
2026-01-05 12:55:00,F0398,79.44,1.53,78.07,Low
2026-01-05 13:00:00,F0183,99.93,1.44,99.6,Low
2026-01-05 13:05:00,F0403,25.61,4.9,6.94,Healthy
2026-01-05 13:10:00,F0442,83.72,0.72,64.55,Healthy
2026-01-05 13:15:00,F0266,78.45,0.71,61.4,Healthy
2026-01-05 13:20:00,F0796,73.71,0.54,3.49,Low
2026-01-05 13:25:00,F0001,65.94,2.59,1.88,Healthy
2026-01-05 13:30:00,F0927,89.94,1.48,66.46,Low
2026-01-05 13:35:00,F0503,97.44,2.67,57.46,Low
2026-01-05 13:40:00,F0805,87.65,4.25,43.61,Healthy
2026-01-05 13:45:00,F0838,97.89,0.22,54.01,Low
2026-01-05 13:50:00,F0342,99.26,2.77,12.12,Critical
2026-01-05 13:55:00,F0663,99.79,0.46,30.28,Healthy
2026-01-05 14:00:00,F0862,58.12,4.3,36.54,Low
2026-01-05 14:05:00,F0568,80.91,1.59,76.05,Healthy
2026-01-05 14:10:00,F0400,97.72,3.37,96.75,Healthy
2026-01-05 14:15:00,F0648,66.19,1.92,63.06,Low
2026-01-05 14:20:00,F0738,78.64,0.87,73.53,Critical
2026-01-05 14:25:00,F0659,84.22,2.07,23.85,Low
2026-01-05 14:30:00,F0990,90.58,4.83,49.97,Healthy
2026-01-05 14:35:00,F0044,79.56,0.47,3.7,Low
2026-01-05 14:40:00,F0470,70.66,4.07,11.82,Critical
2026-01-05 14:45:00,F0239,96.64,2.78,87.02,Healthy
2026-01-05 14:50:00,F0483,66.66,0.88,3.69,Critical
2026-01-05 14:55:00,F0177,17.04,3.57,4.58,Critical
2026-01-05 15:00:00,F0468,80.4,1.68,5.0,Critical
2026-01-05 15:05:00,F0109,84.89,3.04,17.07,Healthy
2026-01-05 15:10:00,F0824,60.8,4.04,49.71,Healthy
2026-01-05 15:15:00,F0695,98.98,4.1,42.62,Low
2026-01-05 15:20:00,F0141,71.34,4.88,32.42,Low
2026-01-05 15:25:00,F0608,96.14,4.01,83.64,Healthy
2026-01-05 15:30:00,F0426,42.94,0.78,33.55,Healthy
2026-01-05 15:35:00,F0948,82.95,2.86,69.63,Critical
2026-01-05 15:40:00,F0628,85.36,0.68,4.07,Low
2026-01-05 15:45:00,F0007,88.6,0.28,77.77,Healthy
2026-01-05 15:50:00,F0909,71.42,0.63,17.94,Low
2026-01-05 15:55:00,F0709,86.72,4.08,41.62,Healthy
2026-01-05 16:00:00,F0422,62.14,3.27,20.62,Healthy
2026-01-05 16:05:00,F0185,94.04,3.13,93.81,Critical
2026-01-05 16:10:00,F0802,81.36,4.76,49.99,Low
2026-01-05 16:15:00,F0121,50.16,0.22,34.79,Critical
2026-01-05 16:20:00,F0553,99.68,3.17,97.68,Critical
2026-01-05 16:25:00,F0284,73.4,3.9,21.93,Healthy
2026-01-05 16:30:00,F0992,74.62,4.02,19.37,Low
2026-01-05 16:35:00,F0056,96.11,0.97,49.75,Critical
2026-01-05 16:40:00,F0632,52.4,1.21,36.42,Low
2026-01-05 16:45:00,F0181,92.81,3.75,4.33,Healthy
2026-01-05 16:50:00,F0917,81.04,2.53,78.55,Healthy
2026-01-05 16:55:00,F0204,81.22,3.04,72.14,Critical
2026-01-05 17:00:00,F0334,92.86,1.76,67.69,Healthy
2026-01-05 17:05:00,F0385,88.27,3.74,9.81,Healthy
2026-01-05 17:10:00,F0447,12.38,3.01,7.35,Healthy
2026-01-05 17:15:00,F0383,35.58,3.13,21.62,Healthy
2026-01-05 17:20:00,F0277,65.22,1.13,45.77,Healthy
2026-01-05 17:25:00,F0288,71.36,0.35,33.59,Healthy
2026-01-05 17:30:00,F0779,48.29,2.43,11.11,Low
2026-01-05 17:35:00,F0814,34.22,1.62,21.99,Critical
2026-01-05 17:40:00,F0567,98.01,4.55,95.28,Healthy
2026-01-05 17:45:00,F0222,53.34,4.31,8.65,Critical
2026-01-05 17:50:00,F0439,48.11,2.42,47.35,Critical
2026-01-05 17:55:00,F0228,92.79,1.39,87.26,Critical
2026-01-05 18:00:00,F0428,99.45,4.59,94.63,Healthy
2026-01-05 18:05:00,F0035,77.79,2.46,4.01,Low
2026-01-05 18:10:00,F0842,90.53,2.5,53.11,Healthy
2026-01-05 18:15:00,F0013,75.82,1.35,45.24,Critical
2026-01-05 18:20:00,F0303,76.74,4.76,73.18,Healthy
2026-01-05 18:25:00,F0313,81.67,0.64,64.76,Healthy
2026-01-05 18:30:00,F0025,92.5,4.32,70.33,Low
2026-01-05 18:35:00,F0190,84.08,0.87,46.38,Low
2026-01-05 18:40:00,F0643,62.73,3.58,62.68,Healthy
2026-01-05 18:45:00,F0304,71.15,3.52,38.49,Low
2026-01-05 18:50:00,F0590,90.42,3.55,75.29,Healthy
2026-01-05 18:55:00,F0754,97.47,0.59,78.77,Healthy
2026-01-05 19:00:00,F0053,69.13,4.57,51.47,Healthy
2026-01-05 19:05:00,F0376,40.82,2.43,38.3,Healthy
2026-01-05 19:10:00,F0793,84.55,3.58,64.82,Healthy
2026-01-05 19:15:00,F0665,60.33,1.81,13.84,Low
2026-01-05 19:20:00,F0720,96.62,3.81,73.74,Healthy
2026-01-05 19:25:00,F0920,83.23,3.85,75.32,Low
2026-01-05 19:30:00,F0382,53.06,2.23,50.36,Low
2026-01-05 19:35:00,F0482,90.67,2.61,45.24,Critical
2026-01-05 19:40:00,F0463,95.29,4.16,53.19,Critical
2026-01-05 19:45:00,F0964,80.61,3.43,36.81,Healthy
2026-01-05 19:50:00,F0401,25.93,4.44,18.84,Healthy
2026-01-05 19:55:00,F0283,36.62,4.79,28.84,Healthy
2026-01-05 20:00:00,F0534,96.21,2.58,69.71,Critical
2026-01-05 20:05:00,F0955,68.96,2.2,2.27,Healthy
2026-01-05 20:10:00,F0022,86.2,2.22,47.39,Low
2026-01-05 20:15:00,F0855,83.94,0.31,18.91,Critical
2026-01-05 20:20:00,F0662,76.65,2.18,64.47,Low
2026-01-05 20:25:00,F0562,75.86,3.4,48.61,Low
2026-01-05 20:30:00,F0314,94.49,2.92,45.8,Healthy
2026-01-05 20:35:00,F0296,86.77,1.29,78.93,Healthy
2026-01-05 20:40:00,F0634,96.27,1.57,14.83,Healthy
2026-01-05 20:45:00,F0860,99.23,1.57,71.18,Critical
2026-01-05 20:50:00,F0244,74.0,3.4,69.29,Healthy
2026-01-05 20:55:00,F0267,16.25,1.72,4.12,Low
2026-01-05 21:00:00,F0325,21.28,2.9,18.45,Low
2026-01-05 21:05:00,F0547,97.91,2.35,14.79,Low
2026-01-05 21:10:00,F0787,93.94,0.32,12.15,Healthy
2026-01-05 21:15:00,F0994,95.59,4.65,94.78,Critical
2026-01-05 21:20:00,F0303,83.99,2.64,54.61,Low
2026-01-05 21:25:00,F0588,97.44,4.85,89.6,Critical
2026-01-05 21:30:00,F0453,92.06,2.91,14.71,Low
2026-01-05 21:35:00,F0143,96.9,3.71,68.91,Critical
2026-01-05 21:40:00,F0862,73.13,1.68,55.1,Healthy
2026-01-05 21:45:00,F0657,47.65,0.64,44.6,Healthy
2026-01-05 21:50:00,F0285,97.32,1.27,58.34,Healthy
2026-01-05 21:55:00,F0688,45.79,2.78,2.25,Healthy
2026-01-05 22:00:00,F0618,98.77,2.09,97.58,Critical
2026-01-05 22:05:00,F0408,83.72,0.47,51.16,Healthy
2026-01-05 22:10:00,F0013,82.57,2.25,71.6,Low
2026-01-05 22:15:00,F0575,63.68,1.68,34.49,Healthy
2026-01-05 22:20:00,F0426,79.73,4.46,21.57,Low
2026-01-05 22:25:00,F0435,97.89,4.07,28.86,Critical
2026-01-05 22:30:00,F0089,95.72,0.87,89.64,Healthy
2026-01-05 22:35:00,F0344,89.51,2.48,20.78,Healthy
2026-01-05 22:40:00,F0007,95.83,3.04,93.32,Low
2026-01-05 22:45:00,F0474,70.2,1.51,63.88,Critical
2026-01-05 22:50:00,F0853,65.4,4.59,56.79,Low
2026-01-05 22:55:00,F0310,87.41,2.55,28.95,Critical
2026-01-05 23:00:00,F0028,62.65,2.88,30.39,Healthy
2026-01-05 23:05:00,F0652,69.59,1.64,15.4,Low
2026-01-05 23:10:00,F0184,37.62,3.4,12.42,Low
2026-01-05 23:15:00,F0784,90.95,3.29,90.68,Low
2026-01-05 23:20:00,F0371,79.67,4.86,49.31,Critical
2026-01-05 23:25:00,F0703,61.45,2.29,48.05,Low
2026-01-05 23:30:00,F0751,98.39,4.13,97.43,Critical
2026-01-05 23:35:00,F0150,58.9,1.45,1.75,Low
2026-01-05 23:40:00,F0055,65.36,3.53,46.1,Low
2026-01-05 23:45:00,F0050,97.14,3.25,36.12,Low
2026-01-05 23:50:00,F0199,34.61,3.27,29.17,Critical
2026-01-05 23:55:00,F0557,79.79,0.65,18.32,Low
2026-01-06 00:00:00,F0309,95.98,4.17,87.24,Low
2026-01-06 00:05:00,F0594,71.55,3.5,68.54,Low
2026-01-06 00:10:00,F0382,91.49,0.26,82.33,Low
2026-01-06 00:15:00,F0224,50.79,4.62,41.2,Healthy
2026-01-06 00:20:00,F0573,89.83,4.19,50.34,Critical
2026-01-06 00:25:00,F0730,95.22,4.77,68.97,Critical
2026-01-06 00:30:00,F0939,82.65,4.05,70.23,Healthy
2026-01-06 00:35:00,F0357,13.2,0.83,11.66,Low
2026-01-06 00:40:00,F0612,82.76,0.87,69.11,Critical
2026-01-06 00:45:00,F0030,93.14,1.84,76.36,Critical
2026-01-06 00:50:00,F0146,97.35,1.27,81.46,Critical
2026-01-06 00:55:00,F0081,32.73,0.8,22.66,Low
2026-01-06 01:00:00,F0794,71.48,3.96,69.08,Low
2026-01-06 01:05:00,F0813,78.35,0.4,75.73,Critical
2026-01-06 01:10:00,F0260,57.14,0.48,51.35,Healthy
2026-01-06 01:15:00,F0802,77.08,3.4,6.62,Healthy
2026-01-06 01:20:00,F0190,99.21,1.19,92.01,Critical
2026-01-06 01:25:00,F0965,90.0,0.64,35.15,Low
2026-01-06 01:30:00,F0513,95.7,1.87,94.88,Critical
2026-01-06 01:35:00,F0840,63.94,2.62,61.3,Critical
2026-01-06 01:40:00,F0988,93.27,2.74,76.32,Low
2026-01-06 01:45:00,F0743,17.54,3.82,17.18,Healthy
2026-01-06 01:50:00,F0487,98.87,4.62,92.42,Low
2026-01-06 01:55:00,F0110,90.14,1.09,69.81,Healthy
2026-01-06 02:00:00,F0527,90.48,4.91,83.47,Healthy
2026-01-06 02:05:00,F0478,59.38,3.85,40.76,Healthy
2026-01-06 02:10:00,F0296,69.32,2.58,51.97,Critical
2026-01-06 02:15:00,F0395,85.93,0.59,72.21,Low
2026-01-06 02:20:00,F0862,83.0,3.73,45.69,Low
2026-01-06 02:25:00,F0439,98.84,2.15,22.59,Healthy
2026-01-06 02:30:00,F0962,97.17,4.49,85.68,Critical
2026-01-06 02:35:00,F0689,79.39,0.26,36.74,Healthy
2026-01-06 02:40:00,F0123,80.47,2.71,39.64,Healthy
2026-01-06 02:45:00,F0760,98.64,3.54,39.48,Healthy
2026-01-06 02:50:00,F0610,38.14,4.88,6.47,Low
2026-01-06 02:55:00,F0286,75.89,4.22,12.28,Critical
2026-01-06 03:00:00,F0821,94.3,3.05,76.6,Critical
2026-01-06 03:05:00,F0973,98.11,1.91,94.32,Low
2026-01-06 03:10:00,F0466,98.93,2.65,98.75,Healthy
2026-01-06 03:15:00,F0966,32.48,2.55,12.22,Healthy
2026-01-06 03:20:00,F0511,83.54,3.74,2.97,Critical
2026-01-06 03:25:00,F0335,61.51,1.06,2.67,Healthy
2026-01-06 03:30:00,F0677,83.28,3.19,30.28,Critical
2026-01-06 03:35:00,F0678,81.45,4.01,76.76,Low
2026-01-06 03:40:00,F0881,66.54,1.46,49.03,Critical
2026-01-06 03:45:00,F0441,56.09,4.77,54.66,Healthy
2026-01-06 03:50:00,F0471,61.56,1.71,38.36,Healthy
2026-01-06 03:55:00,F0311,86.5,2.87,3.29,Critical
2026-01-06 04:00:00,F0399,42.53,2.27,16.41,Low
2026-01-06 04:05:00,F0568,87.98,2.93,76.4,Critical
2026-01-06 04:10:00,F0161,79.84,2.46,53.94,Critical
2026-01-06 04:15:00,F0387,61.38,1.46,5.57,Critical
2026-01-06 04:20:00,F0063,76.85,3.88,67.65,Healthy
2026-01-06 04:25:00,F0829,74.05,0.82,59.05,Critical
2026-01-06 04:30:00,F0390,84.41,3.87,58.4,Healthy
2026-01-06 04:35:00,F0058,66.37,4.96,42.81,Critical
2026-01-06 04:40:00,F0087,48.01,1.33,24.42,Critical
2026-01-06 04:45:00,F0021,38.1,1.66,6.55,Critical
2026-01-06 04:50:00,F0582,90.79,2.41,32.61,Critical
2026-01-06 04:55:00,F0603,97.0,1.48,90.14,Healthy
2026-01-06 05:00:00,F0587,99.13,2.01,98.58,Healthy
2026-01-06 05:05:00,F0345,93.77,0.68,80.83,Low
2026-01-06 05:10:00,F0630,67.16,3.87,50.28,Low
2026-01-06 05:15:00,F0868,67.97,2.29,36.33,Healthy
2026-01-06 05:20:00,F0049,88.63,2.77,84.04,Low
2026-01-06 05:25:00,F0761,99.71,2.13,99.62,Healthy
2026-01-06 05:30:00,F0280,88.48,2.98,71.77,Healthy
2026-01-06 05:35:00,F0356,75.16,2.75,56.64,Healthy
2026-01-06 05:40:00,F0444,93.17,1.65,65.15,Critical
2026-01-06 05:45:00,F0640,72.5,1.16,53.99,Critical
2026-01-06 05:50:00,F0020,55.2,3.86,45.32,Critical
2026-01-06 05:55:00,F0219,87.44,4.34,70.33,Critical
2026-01-06 06:00:00,F0960,97.98,3.76,96.21,Critical
2026-01-06 06:05:00,F0445,89.21,3.15,53.27,Critical
2026-01-06 06:10:00,F0474,78.15,0.49,72.66,Healthy
2026-01-06 06:15:00,F0865,82.19,3.78,24.04,Low
2026-01-06 06:20:00,F0650,94.76,4.33,41.03,Healthy
2026-01-06 06:25:00,F0165,89.02,1.48,84.6,Low
2026-01-06 06:30:00,F0154,76.16,1.33,68.69,Healthy
2026-01-06 06:35:00,F0498,32.96,4.03,2.77,Critical
2026-01-06 06:40:00,F0207,99.92,2.23,99.13,Healthy
2026-01-06 06:45:00,F0285,84.7,0.34,27.27,Critical
2026-01-06 06:50:00,F0740,56.97,3.29,55.07,Low
2026-01-06 06:55:00,F0322,97.75,0.47,78.22,Critical
2026-01-06 07:00:00,F0919,96.85,0.51,29.8,Low
2026-01-06 07:05:00,F0860,80.2,4.45,67.17,Critical
2026-01-06 07:10:00,F0513,93.26,1.33,84.28,Healthy
2026-01-06 07:15:00,F0954,97.59,4.18,52.2,Critical
2026-01-06 07:20:00,F0126,42.99,4.45,25.18,Low
2026-01-06 07:25:00,F0767,59.08,3.0,32.93,Critical
2026-01-06 07:30:00,F0180,34.61,2.23,23.59,Healthy
2026-01-06 07:35:00,F0604,97.76,2.31,96.99,Healthy
2026-01-06 07:40:00,F0325,97.39,2.0,49.04,Critical
2026-01-06 07:45:00,F0901,97.89,3.48,42.38,Healthy
2026-01-06 07:50:00,F0022,88.62,3.64,36.3,Critical
2026-01-06 07:55:00,F0679,99.47,3.11,96.68,Healthy
2026-01-06 08:00:00,F0566,76.48,3.99,69.07,Low
